Time [s],Temperature [C],DutyCycle [%],Setpoint [C]
1191.80876613,89.0,100.0,76.8
1193.82459402,89.0,100.0,76.8
1195.84266305,89.4,100.0,76.8
1197.85812521,89.4,100.0,76.8
1199.87385321,89.4,100.0,76.8
1201.89191103,89.4,100.0,76.8
1203.90793705,89.4,100.0,76.8
1205.92319703,89.4,100.0,76.8
1207.94147801,89.4,100.0,76.8
1209.95761919,89.4,100.0,76.8
1211.97562218,89.4,100.0,76.8
1213.99211407,89.4,100.0,76.8
1216.00952005,89.4,100.0,76.8
1218.02664208,89.4,100.0,76.8
1220.04453516,89.4,100.0,76.8
1222.06105518,89.8,100.0,76.8
1224.078825,89.8,100.0,76.8
1226.09499907,89.8,100.0,76.8
1228.11226416,89.8,100.0,76.8
1230.12835217,89.8,100.0,76.8
1232.1444602,89.8,100.0,76.8
1234.16273713,89.8,100.0,76.8
1236.17868018,89.8,100.0,76.8
1238.19732213,89.8,100.0,76.8
1240.21279001,89.8,100.0,76.8
1242.22806621,89.8,100.0,76.8
1244.24648905,89.8,100.0,76.8
1246.26199508,89.8,100.0,76.8
1248.27766418,89.8,100.0,76.8
1250.29640412,89.8,100.0,76.8
1252.31143498,89.8,100.0,76.8
1254.32727408,89.8,100.0,76.8
1256.34555006,89.8,100.0,76.8
1258.36112809,89.8,100.0,76.8
1260.37636805,89.8,100.0,76.8
1262.3945682,89.8,100.0,76.8
1264.41007304,89.8,100.0,76.8
1266.42629504,89.8,100.0,76.8
1268.44460416,89.8,100.0,76.8
1270.45981717,89.8,100.0,76.8
1272.47563314,89.8,100.0,76.8
1274.49403119,89.8,100.0,76.8
1276.50974607,89.8,100.0,76.8
1278.52756405,89.8,100.0,76.8
1280.54350019,89.4,100.0,76.8
1282.56045318,89.0,100.0,76.8
1284.57874799,89.0,100.0,76.8
1286.59743619,89.0,100.0,76.8
1288.61276507,89.0,100.0,76.8
1290.63070202,89.4,100.0,76.8
1292.64677811,89.4,100.0,76.8
1294.66162515,89.4,100.0,76.8
1296.67691422,89.4,100.0,76.8
